input,output
"方剂组成：大黄四两 黄柏四两 芒硝四两 栀子十五枚
制备方法：右四味，以水六升，先煮三味，取二升，去滓，纳硝，更煮取一升，顿服。",大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，以水六升，先煮三味，取二升，去滓，纳硝，更煮取一升，顿服。,大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，以水六升煮药，先取二升，去渣，加入硝，再煮取一升，顿服。,大黄硝石汤方
用大黄四两、黄柏四两、芒硝四两、栀子十五枚，加水六升煮药，先取二升，去渣，加硝煮取一升，即可服用。,大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，水六升煮药，先取二升，去渣，加硝再煮取一升，准备服用。,大黄硝石汤方
用大黄四两、黄柏四两、芒硝四两、栀子十五枚，水六升煮药，先取二升，去渣，加硝再煮取一升，然后服用。,大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，水六升煮药，先取二升，去渣，纳硝，再煮取一升，顿服。,大黄硝石汤方
用大黄四两、黄柏四两、芒硝四两、栀子十五枚，水六升煮药，先取二升，去渣，加硝再煮取一升，服用即可。,大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，水六升煮药，先取二升，去渣，加硝再煮取一升，准备服用。,大黄硝石汤方
用大黄四两、黄柏四两、芒硝四两、栀子十五枚，加水六升煮药，先取二升，去渣，加硝煮取一升，即可服用。,大黄硝石汤方
大黄四两、黄柏四两、芒硝四两、栀子十五枚，以水六升，先煮三味，取二升，去滓，纳硝，更煮取一升，顿服。,大黄硝石汤方
"方剂组成：黄芪三两 桂枝三两 芍药三两 生姜六两 大枣十二枚
制备方法：右五味，以水六升，煮取二升，温服七合，日三服。",黄芪桂枝五物汤方
黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，右五味，以水六升，煮取二升，温服七合，日三服。,黄芪桂枝五物汤方
每次服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温服七合，每日三次。,黄芪桂枝五物汤方
三两黄芪、三两桂枝、三两芍药、六两生姜、十二枚大枣，煮水六升，取二升，温服七合，每日服用三次。,黄芪桂枝五物汤方
每天服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温热服七合，一日三次。,黄芪桂枝五物汤方
服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温服七合，每日服用三次。,黄芪桂枝五物汤方
黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温服七合，每天服用三次。,黄芪桂枝五物汤方
每次服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温服七合，每日三次。,黄芪桂枝五物汤方
三两黄芪、三两桂枝、三两芍药、六两生姜、十二枚大枣，煮水六升，取二升，温服七合，每日服用三次。,黄芪桂枝五物汤方
每天服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温热服七合，一日三次。,黄芪桂枝五物汤方
服用黄芪三两、桂枝三两、芍药三两、生姜六两、大枣十二枚，煮水六升，取二升，温服七合，每日服用三次。,黄芪桂枝五物汤方
"方剂组成：半夏半升(洗) 黄芩三两 干姜三两 人参三两 甘草三两(炙) 黄连一两 大枣十二枚(劈)
制备方法：右七味，以水一斗，煮取六升，去滓，再煎取三升，温服一升，日三服。",半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，煮取六升，再煎取三升，温服一升，日三服。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去滓后再煎取三升，温服一升，一日三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，煮水六升，去渣再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣后再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
半夏半升(洗)、黄芩三两、干姜三两、人参三两、甘草三两(炙)、黄连一两、大枣十二枚(劈)，水煮取六升，去渣，再煎取三升，温服一升，每日服用三次。,半夏泻心汤方
"方剂组成：麻仁一升
白蜜六合
制备方法：右二味，以水四升，先煮麻仁，取一升五合，去滓，纳蜜，微沸，和合，令小冷，顿服之。",麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，加入蜜微沸，冷后顿服。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去滓加入蜜微沸，冷却后顿服。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后顿服。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入白蜜微沸，和合冷却后服用。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后饮用。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后顿服。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后顿饮。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后饮服。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后服用。,麻仁白蜜煎方
麻仁一升，白蜜六合，水四升煮取一升五合，去渣，加入蜜微沸，和合冷却后饮用。,麻仁白蜜煎方
"方剂组成：文蛤五两 麻黄三两 甘草三两 生姜三两 石膏五两 杏仁五十枚 大枣十二枚
制备方法：右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。",文蛤汤方
文蛤五两，麻黄三两，甘草三两，生姜三两，石膏五两，杏仁五十枚，大枣十二枚。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
五两文蛤，三两麻黄，三两甘草，三两生姜，五两石膏，五十枚杏仁，十二枚大枣。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
文蛤五两，麻黄三两，甘草三两，生姜三两，石膏五两，杏仁五十枚，大枣十二枚。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
五两文蛤，三两麻黄，三两甘草，三两生姜，五两石膏，五十枚杏仁，十二枚大枣。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
文蛤五两，麻黄三两，甘草三两，生姜三两，石膏五两，杏仁五十枚，大枣十二枚。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
五两文蛤，三两麻黄，三两甘草，三两生姜，五两石膏，五十枚杏仁，十二枚大枣。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
文蛤五两，麻黄三两，甘草三两，生姜三两，石膏五两，杏仁五十枚，大枣十二枚。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
五两文蛤，三两麻黄，三两甘草，三两生姜，五两石膏，五十枚杏仁，十二枚大枣。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
文蛤五两，麻黄三两，甘草三两，生姜三两，石膏五两，杏仁五十枚，大枣十二枚。右七味，以水六升，煮取二升，去滓，温服一升，汗出即愈，若不汗，再服。,文蛤汤方
五两文蛤，三两麻黄，三两甘草，三两生姜，五两石膏，五十枚杏仁，十二枚大枣。右七味，以水六升，,文蛤汤方
"方剂组成：文蛤五两 麻黄三两 甘草三两 生姜三两 石膏五两 杏仁五十粒(去皮尖) 大枣十二枚(劈)
制备方法：右七味，为散，以沸汤和一方寸匙，汤用五合，调服，假令汗出已，腹中痛者，与芍药三两",文蛤散方
文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)。右七味，为散，以沸汤和一方寸匙，汤用五合，调服，假令汗出已，腹中痛者，与芍药三两。,文蛤散方
用文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)煎汤，调服，假如出汗后腹痛，可加芍药三两。,文蛤散方
文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)煎汤，服用后出汗，若腹痛，可搭配芍药三两。,文蛤散方
五两文蛤、三两麻黄、三两甘草、三两生姜、五两石膏、五十粒杏仁(去皮尖)、十二枚大枣(劈)煎汤，调服，如汗出后腹痛，可与芍药三两。,文蛤散方
五两文蛤、三两麻黄、三两甘草、三两生姜、五两石膏、五十粒杏仁(去皮尖)、十二枚大枣(劈)煎汤，调服，汗出后腹痛，可加芍药三两。,文蛤散方
文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)煎汤，服用后出汗，若腹痛，可配芍药三两。,文蛤散方
用文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)煎汤，调服，出汗后腹痛，可加芍药三两。,文蛤散方
五两文蛤、三两麻黄、三两甘草、三两生姜、五两石膏、五十粒杏仁(去皮尖)、十二枚大枣(劈)煎汤，服用后出汗，如腹痛，可与芍药三两。,文蛤散方
五两文蛤、三两麻黄、三两甘草、三两生姜、五两石膏、五十粒杏仁(去皮尖)、十二枚大枣(劈)煎汤，服用后出汗，若腹痛，可搭配芍药三两。,文蛤散方
文蛤五两、麻黄三两、甘草三两、生姜三两、石膏五两、杏仁五十粒(去皮尖)、大枣十二枚(劈)煎汤，服用后出汗，如腹痛，可加芍药三两。,文蛤散方
"方剂组成：地黄六两 芎藭二两 阿胶二两 艾叶三两 当归三两 芍药四两 甘草二两
制备方法：右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。",胶艾汤方
地黄六两芎藭二两阿胶二两艾叶三两当归三两芍药四两甘草二两，右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。,胶艾汤方
地黄（六两）芎藭（二两）阿胶（二两）艾叶（三两）当归（三两）芍药（四两）甘草（二两），右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。,胶艾汤方
地黄（地黄六两）芎藭（芎藭二两）阿胶（阿胶二两）艾叶（艾叶三两）当归（当归三两）芍药（芍药四两）甘草（甘草二两），右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。,胶艾汤方
地黄六两芎藭二两阿胶二两艾叶三两当归三两芍药四两甘草二两，右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。,胶艾汤方
地黄（六两）芎藭（二两）阿胶（二两）艾叶（三两）当归（三两）芍药（四两）甘草（二两），右七味，以水五升，清酒三升，煮六味，取三升，去滓，纳胶烊消，温服一升，日三服。,胶艾汤方
"方剂组成：葶苈三两(熬)括萎实大者一枚(捣)桔梗三两牡丹皮二两
制备方法：右四味，以水六升，煮取三升，去滓，温服一升，日三服。",葶苈括萎桔梗牡丹汤方
葶苈三两、萎实大者一枚(捣)、桔梗三两、牡丹皮二两，水六升煮取三升，温服一升，每日三次。,葶苈括萎桔梗牡丹汤方
桔梗三两、萎实大者一枚(捣)、葶苈三两、牡丹皮二两，用水六升煮取三升，去滓后温服一升，一日三次。,葶苈括萎桔梗牡丹汤方
萎实大者一枚(捣)、桔梗三两、葶苈三两、牡丹皮二两，水六升煮取三升，温服一升，每日服三次。,葶苈括萎桔梗牡丹汤方
桔梗三两、葶苈三两、牡丹皮二两、萎实大者一枚(捣)，水六升煮取三升，去渣后温服一升，每日服三次。,葶苈括萎桔梗牡丹汤方
萎实大者一枚(捣)、葶苈三两、桔梗三两、牡丹皮二两，用水六升煮取三升，去渣后温服一升，一日三次。,葶苈括萎桔梗牡丹汤方
牡丹皮二两、葶苈三两、桔梗三两、萎实大者一枚(捣)，水六升煮取三升，去渣后温服一升，每日三次。,葶苈括萎桔梗牡丹汤方
萎实大者一枚(捣)、牡丹皮二两、葶苈三两、桔梗三两，水六升煮取三升，温服一升，每日三次。,葶苈括萎桔梗牡丹汤方
葶苈三两、牡丹皮二两、桔梗三两、萎实大者一枚(捣)，水六升煮取三升，去渣后温服一升，一日三次。,葶苈括萎桔梗牡丹汤方
萎实大者一枚(捣)、桔梗三两、葶苈三两、牡丹皮二两，水六升煮取三升，温服一升，每日服三次。,葶苈括萎桔梗牡丹汤方
牡丹皮二两、桔梗三两、葶苈三两、萎实大者一枚(捣)，水六升煮取三升，去滓后温服一升，一日三次。,葶苈括萎桔梗牡丹汤方
"方剂组成：桔梗三两 甘草二两 茯苓三两 泽泻二两
制备方法：右四味，以水五升，煮取三升，去滓，温服一升，日三服。",桔梗甘草茯苓泽泻汤方
用水五升煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮取三升，去滓，温服一升，每日三次。,桔梗甘草茯苓泽泻汤方
水五升煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮取三升，去渣，温服一升，每日服三次。,桔梗甘草茯苓泽泻汤方
用五升水煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮取三升，去沉渣，温热服用一升，每日服用三次。,桔梗甘草茯苓泽泻汤方
将桔梗三两、甘草二两、茯苓三两、泽泻二两加水五升煮，煮至三升，去渣，温服一升，一日分三次服用。,桔梗甘草茯苓泽泻汤方
五升水煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮至三升，去渣，温热服用一升，每日分三次服用。,桔梗甘草茯苓泽泻汤方
用水五升煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮至三升，去渣，温服一升，每日服用三次。,桔梗甘草茯苓泽泻汤方
将桔梗三两、甘草二两、茯苓三两、泽泻二两加水五升煮，煮取三升，去渣，温服一升，每日服用三次。,桔梗甘草茯苓泽泻汤方
用水五升煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮取三升，去渣，温服一升，每日分三次服用。,桔梗甘草茯苓泽泻汤方
五升水煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮至三升，去渣，温热服用一升，每日分三次服用。,桔梗甘草茯苓泽泻汤方
用水五升煮桔梗三两、甘草二两、茯苓三两、泽泻二两，煮至三升，去渣，温服一升，每日服用三次。,桔梗甘草茯苓泽泻汤方
"方剂组成：附子大者一枚（炮去皮破八片）
细辛二两
黄连四两
黄芩二两
制备方法：右四味，以水六升，煮取三升，温服一升，日三服。",附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，用水六升煮取三升，温服一升，每日三次服用。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，每日三次服用。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，一天分三次服用。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，每日服三次。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，一日服三次。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，每日服用三次。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，分三次服用。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，每日三次服。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，一日三次服用。,附子细辛黄连黄芩汤方
附子大者一枚（炮去皮破八片），细辛二两，黄连四两，黄芩二两，水六升煮取三升，温服一升，每日服三次。,附子细辛黄连黄芩汤方
"方剂组成：桔梗三两
甘草二两
枳实四枚
芍药三两
制备方法：右四味，以水六升，煮取三升，去滓，温服一升，日三服。",桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去滓，温服一升，日三服。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去渣，温服一升，每日服三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去沉，温服一升，每日服三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去沫，温服一升，日服三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去残渣，温服一升，每日服用三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去废渣，温服一升，日服三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去废料，温服一升，每日服用三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去废渣，温服一升，每日服三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去废物，温服一升，每日服用三次。,桔梗甘草枳实芍药汤方
桔梗三两，甘草二两，枳实四枚，芍药三两，水六升煮取三升，去废渣，温服一升，日服三次。,桔梗甘草枳实芍药汤方
"方剂组成：甘草二两 桔梗三两 生姜一两 大枣十枚
制备方法：右四味，以水三升，煮取一升，去滓，温服五合，日再服。",排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，右四味，以水三升，煮取一升，去滓，温服五合，日再服。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味同用，水三升煮取一升，去渣，分五次温服，每日重复。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味煎煮，水三升煮至一升，去渣，分五次温服，每日服用。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味同煮，水三升煮至一升，去渣，分五次温服，每日服用。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味共煎，水三升煮至一升，去渣，分五次温服，每日服用。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味煎煮，水三升煮至一升，去渣，分五次温服，日服。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味同煮，水三升煮至一升，去渣，分五次温服，每日再服。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味共煎，水三升煮至一升，去渣，分五次温服，每日服。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味煎煮，水三升煮至一升，去渣，分五次温服，每日服。,排脓汤方
甘草二两桔梗三两生姜一两大枣十枚，四味同煮，水三升煮至一升，去渣，分五次温服，每日服用。,排脓汤方
"方剂组成：黄芩三两
牡丹皮二两
栝蒌实大者一枚（捣）
半夏半升（洗）枳实二枚
制备方法：右五味，以水五升，煮取三升，去滓，温服一升，日三服。",黄芩牡丹皮栝蒌半夏枳实汤方
黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚。制成方剂，取一次服一升，每日三次。,黄芩牡丹皮栝蒌半夏枳实汤方
每次服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚的药物，煮水取三升，去滓后温服一升，一日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚煮水制成药物，每次温服一升，一日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
每日服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚的药物，煮水取三升，去滓后温服一升，一天服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚的药物，每次煮水取三升，去滓后温服一升，每日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
每次服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚煮水制成的药物，每次温服一升，一日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚制成的方剂，煮水取三升，去滓后温服一升，一天服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
每日服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚的药物，煮水取三升，去滓后温服一升，一日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚煮水制成的药物，每次温服一升，一天服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
每次服用黄芩三两，牡丹皮二两，栝蒌实大者一枚（捣），半夏半升（洗），枳实二枚的药物，煮水取三升，去滓后温服一升，一日服三次。,黄芩牡丹皮栝蒌半夏枳实汤方
"方剂组成：黄连一两
石膏一斤碎（棉裹）
半夏半升（洗）
甘草三两
制备方法：右四味，以水六升，煮取三升，去滓，温服一升，日三服。",黄连石膏半夏甘草汤方
每次服用黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，用水煮取三升，去滓后温服一升，每日三次。,黄连石膏半夏甘草汤方
黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每日服用三次。,黄连石膏半夏甘草汤方
每日服用黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，一日三次。,黄连石膏半夏甘草汤方
黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每天服用三次。,黄连石膏半夏甘草汤方
每次服用黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每日三次。,黄连石膏半夏甘草汤方
黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每日服用三次。,黄连石膏半夏甘草汤方
每日服用黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，一日三次。,黄连石膏半夏甘草汤方
黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每天服用三次。,黄连石膏半夏甘草汤方
每次服用黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每日三次。,黄连石膏半夏甘草汤方
黄连一两，石膏一斤碎（棉裹），半夏半升（洗），甘草三两，水煮取三升，去滓后温服一升，每日服用三次。,黄连石膏半夏甘草汤方
"方剂组成：柴胡半斤
黄芩三两
人参三两
栝蒌根四两
黄连三两
牡丹皮四两
甘草三两（炙）
生姜三两
大枣十二枚（劈）
制备方法：右九味，以水一斗二升，煮取三升，去滓，温服一升，日三服。",小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。右九味，以水一斗二升，煮取三升，去滓，温服一升，日三服。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。配方中共九味药材，煮取三升后去除渣滓，温服一升，每日三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。共有九味药材，煮取三升，去渣后温服一升，每日三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。九味药材煮取三升，去渣后温服一升，每日服用三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。共有九种药材，煮取三升后去渣，温服一升，每日三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。配方中有九味药材，煮取三升后去渣，温服一升，每日服用三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。共有九种药材，煮取三升，去渣后温服一升，每日三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。右九味，煮取三升，去滓，温服一升，每日服用三次。,小柴胡加黄连牡丹汤方
柴胡半斤，黄芩三两，人参三两，栝蒌根四两，黄连三两，牡丹皮四两，甘草三两（炙），生姜三两，大枣十二枚（劈）。配方中含有九味药材，煮取三升后去渣，温服一,小柴胡加黄连牡丹汤方
"方剂组成：半夏一升 生姜半斤
制备方法：右二味，以水七升，煮取一升半，去滓，分温再服。",小半夏汤方
半夏一升和生姜半斤煮水七升，煮取一升半，去滓，分温再服。,小半夏汤方
半夏一升，生姜半斤，水七升，煮取一升半，去渣，分次温服。,小半夏汤方
半夏一升、生姜半斤，水七升，煮至一升半，去渣，分次温服。,小半夏汤方
半夏一升和生姜半斤，水七升，煮取一升半，去渣，分次温服。,小半夏汤方
半夏一升，生姜半斤，水七升，煮取一升半，去渣，分次温服。,小半夏汤方
半夏一升、生姜半斤，水七升，煮取一升半，去渣，分温再服。,小半夏汤方
半夏一升和生姜半斤，水七升，煮至一升半，去渣，分温再服。,小半夏汤方
半夏一升，生姜半斤，水七升，煮至一升半，去渣，分温再服。,小半夏汤方
半夏一升、生姜半斤，水七升，煮至一升半，去渣，分次温服。,小半夏汤方
半夏一升和生姜半斤，水七升，煮至一升半，去渣，分次温服。,小半夏汤方
"方剂组成：人参三两
石膏一斤碎（棉裹）
竹叶一把
黄连一两
半夏半升（洗）
制备方法：右五味，以水六升，煮取三升，去滓，温服一升，日三服。",人参石膏汤方
人参三两，石膏一斤碎（棉裹），竹叶一把，黄连一两，半夏半升（洗）。右五味，以水六升，煮取三升，去滓，温服一升，日三服。,人参石膏汤方
